sum.taxonomy,K0611_M8,K0613_E4,K0616_A1,K0754_E4,K0754_L7,K0755_B2,K0755_E4,K0756_A1,K0756_B2,K0756_C3,K0756_M8,K0757_G5,K0759_L7,K0759_M8,K0760_T9,K0772_T9,K0773_K6,K0773_L7,K0774_K6,K0774_T9,K0775_B2,K0775_C3,K0775_G5,K0775_M8,K0777_L7,K0778_B2,K0779_B2,K0779_L7,K0779_M8,K0779_T9,K0780_G5,K0780_K6,K0833_B2,K0833_C3,K0833_E4,K0834_G5,K0835_K6,K0835_T9,K0836_E4,K0837_E4,K0838_C3,K0838_L7,K0838_T9,K0839_A1,K0839_L7,K0840_C3,K0613_L7,K0776_T9
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;,0,0,1,1,2,2,2,22,0,2,1,0,2,0,3,4,3,0,0,1,4,15,4,3,4,0,1,0,0,0,2,10,1,0,1,6,5,2,0,0,17,5,2,0,14,2,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;Planctomycete enrichment culture clone Lt-B12,0,1,1,1,15,1,1,0,2,20,0,6,0,0,1,1,15,1,0,0,0,2,11,0,1,0,5,0,0,0,20,0,0,34,0,1,1,0,0,0,1,0,2,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;Methylococcus capsulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,22,1,0,0,0,0,76,0,0,0,0,0,0,9,0,0,0
Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;NA;,0,1,0,1,2,2,4,0,10,5,1,9,0,0,0,2,25,2,1,0,2,1,6,0,0,2,0,3,0,11,7,0,0,27,1,1,0,2,12,1,1,0,0,2,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;NA;,0,0,5,1,50,2,0,0,2,4,1,3,1,0,2,0,14,1,0,17,1,1,6,1,2,0,6,0,0,0,2,2,1,6,4,1,3,0,0,0,3,0,0,0,2,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;,0,0,0,14,6,8,0,2,1,4,1,7,1,0,0,0,6,2,1,0,2,3,20,0,3,0,2,0,0,0,3,1,1,8,20,0,2,10,0,1,6,1,2,1,7,1,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;delta proteobacterium enrichment culture clone AP-FeEnrich11,0,0,1,9,0,22,0,21,0,0,10,0,14,0,4,1,0,0,0,0,2,1,0,1,8,0,1,0,0,0,0,0,4,0,8,0,0,12,0,0,0,13,13,0,1,1,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Chromohalobacter;,0,0,0,0,0,0,0,1,31,0,0,2,0,5,0,0,1,1,19,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,78,0,0,0,0
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;NA;;,0,4,0,2,2,1,0,6,14,0,0,9,1,2,0,1,1,0,3,0,5,0,5,0,4,9,0,3,0,9,2,0,0,13,0,0,1,11,6,25,4,1,1,2,1,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;delta proteobacterium enrichment culture clone WIP6m8G,0,0,6,2,0,6,5,5,0,1,1,0,2,0,2,4,2,1,0,11,15,2,0,3,15,0,3,0,0,0,2,18,3,0,2,3,0,14,0,0,1,1,1,0,16,1,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium sp. SCGC AAA007-P13,0,8,1,5,9,2,5,4,1,2,4,18,2,0,2,7,5,0,9,0,2,0,4,1,2,0,4,0,0,1,4,3,3,8,2,7,5,2,0,2,3,1,4,4,1,2,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;NA;,0,0,5,0,2,0,2,0,2,0,0,2,0,0,0,0,0,85,0,20,0,1,7,0,0,0,1,2,0,0,0,2,0,2,0,2,1,1,0,1,3,0,0,6,2,0,0,0
Bacteria;Proteobacteria;Epsilonproteobacteria;NA;NA;NA;epsilon proteobacterium oral taxon G46,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,51,0,0,2,0,0,0,0,0,11,0,0,30,0,0,8,6,8,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda;,2,7,0,2,0,2,0,0,4,0,0,1,0,0,1,0,0,0,11,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,2,0,0,31,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,0,0,5,9,6,0,3,0,1,1,0,4,0,0,0,0,1,1,2,3,25,1,30,0,1,0,0,0,0,0,2,7,0,1,0,5,1,3,1,30,0,0,1,1,1,4,0,0
Bacteria;Planctomycetes;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae;Sedimentisphaera;,0,0,7,2,0,3,7,0,0,0,5,0,20,0,11,3,1,0,0,3,2,1,0,8,2,0,2,0,0,0,1,1,30,0,2,3,0,0,0,0,0,35,1,0,0,4,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,1,0,7,0,21,0,0,0,0,0,1,0,0,91,3,0,0,0,1,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete MS1399,0,18,0,0,1,0,0,0,23,0,0,13,0,0,1,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,35,0,0,1,35,0,2,12,1,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;Thermopetrobacter;Thermopetrobacter lauensis,0,0,0,7,0,17,0,0,0,0,15,0,28,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,10,0,0,0,0,0,0,37,0,0,0,0,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone L35B_110,0,0,3,20,0,7,1,2,0,0,8,0,11,0,8,6,2,0,0,1,12,5,0,6,3,0,2,0,0,0,1,15,4,0,3,9,6,0,0,0,1,8,6,0,4,4,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;NA;;,0,3,4,16,0,5,9,2,0,1,2,0,2,1,41,2,2,2,0,1,2,15,2,4,2,0,3,0,0,0,1,4,2,1,12,2,2,4,0,0,1,3,1,0,3,1,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix sp. ectosymbiont of Niphargus ictus,0,0,0,17,0,11,4,0,0,1,1,0,3,0,1,2,0,23,0,20,8,4,0,6,16,0,4,0,0,0,2,4,1,0,14,3,0,0,0,0,1,2,2,0,6,2,0,0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;NA;,0,0,0,0,4,0,1,0,2,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,64,0,1,0,48,2,0,0,9,0,0,0,1,4,4,0,0,0,11,0,0,0,0
Bacteria;Deferribacteres;Deferribacteres;NA;NA;NA;Deferribacteres bacterium SCGC AAA170-P18,0,0,0,7,1,10,2,0,0,0,15,0,16,0,6,13,1,0,0,0,1,5,1,22,1,0,2,0,0,0,0,1,13,0,15,10,0,0,0,0,0,4,5,0,1,8,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;NA;,11,38,0,2,0,5,0,8,0,0,0,0,1,2,2,0,0,0,4,0,14,6,0,1,1,0,0,0,0,0,0,5,1,0,0,1,30,3,0,8,6,0,7,3,1,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;;,0,6,1,5,10,2,2,1,5,5,5,8,8,0,23,1,7,1,4,7,2,3,6,3,1,0,2,0,0,0,6,0,8,4,6,0,1,3,0,1,2,6,2,2,1,1,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete WWH14,0,0,4,8,12,3,10,2,1,6,5,0,6,0,2,2,6,2,1,2,4,5,10,4,9,1,14,0,0,1,4,4,2,2,3,3,3,6,0,2,1,1,1,0,5,4,0,0
Eukaryota;Bacillariophyta;Bacillariophyceae;NA;;NA;,0,0,0,1,28,1,1,1,6,12,2,2,0,0,5,0,8,20,0,2,0,8,7,0,0,0,6,1,0,0,11,0,0,8,1,5,2,0,0,10,0,2,2,0,3,6,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter aestuarii,1,0,0,0,0,0,0,0,8,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,1,0,118,0,0,0,0,7,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;NA;,0,0,65,0,1,0,1,9,1,3,0,4,0,0,0,0,2,0,0,41,1,2,0,0,0,0,0,0,0,0,2,0,1,20,0,1,1,0,0,1,3,0,1,2,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus;Methylosinus sporium,0,0,11,0,30,1,2,0,0,23,0,5,0,0,1,2,10,0,0,0,1,15,1,0,0,0,14,0,0,0,18,0,0,10,2,0,12,0,0,0,0,1,4,0,0,0,0,0
Eukaryota;Chlorophyta;Nephroselmidophyceae;NA;;Nephroselmis;Nephroselmis olivacea,0,0,0,0,1,5,0,0,0,0,13,0,40,0,8,24,3,0,0,0,0,2,0,22,0,0,1,0,0,0,2,0,9,0,2,2,0,0,0,0,0,24,2,0,0,4,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile;,0,0,1,13,2,7,5,2,0,4,2,0,11,0,6,6,3,0,1,0,6,2,1,4,8,0,5,6,0,0,6,2,5,0,13,3,1,2,0,0,0,14,2,0,10,12,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;,2,8,4,2,6,0,6,2,20,2,0,14,0,4,0,0,4,2,7,1,4,4,7,0,4,3,3,2,0,0,2,3,0,9,1,1,6,4,1,4,8,2,3,8,2,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium;,0,0,21,0,76,0,10,0,0,6,0,1,0,0,0,2,6,0,0,3,0,0,0,0,0,0,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Denitratisoma;Denitratisoma sp. enrichment culture,0,0,0,2,0,14,1,0,0,2,6,0,2,0,1,0,0,0,0,0,8,0,0,2,8,0,0,0,0,0,0,8,14,0,1,0,1,10,0,0,0,9,5,0,73,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;,0,0,4,0,4,0,0,0,1,23,0,28,0,0,0,0,11,6,0,0,0,1,16,0,0,0,0,0,0,0,8,0,0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;alpha proteobacterium LS7-MT,0,0,0,9,0,0,0,33,0,0,18,0,11,0,0,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,15,0,10,0,10,17,4,0,0,0,0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum;Thermoanaerobaculum aquaticum,0,0,0,9,0,1,1,4,0,0,10,0,6,0,4,8,4,0,0,1,33,6,0,4,10,1,2,0,0,0,3,19,2,0,3,7,0,2,1,0,1,2,4,0,17,6,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;metal-contaminated soil clone K20-40,0,3,0,15,0,3,1,11,1,2,1,1,1,0,1,0,2,0,0,0,10,18,5,1,14,0,0,0,0,0,17,15,2,0,4,1,7,7,0,0,10,0,9,0,9,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Hyphomonas;,0,27,0,3,2,0,0,14,1,0,0,1,0,0,1,0,5,1,6,0,1,6,1,26,0,0,0,0,0,0,0,2,0,1,8,0,22,2,0,1,14,0,0,21,6,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;NA;Cyclobacteriaceae bacterium Pbc-contp1,55,33,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Nafulsella;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,13,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;endosymbiont of Ridgeia piscesae,0,8,2,3,7,3,1,7,0,0,1,0,0,0,1,4,3,0,3,2,10,4,0,3,8,1,0,0,0,1,3,13,4,1,2,3,14,4,0,42,3,0,6,1,8,1,0,0
Bacteria;Actinobacteria;Nitriliruptoria;NA;;NA;,29,36,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,9,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,1,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;NA;,0,0,77,0,2,0,7,1,7,2,0,1,0,0,2,0,1,0,0,31,1,0,14,1,1,0,4,0,0,0,2,2,11,9,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;delta proteobacterium WX152,0,4,0,9,0,6,1,13,0,3,6,1,4,1,4,6,1,0,0,0,12,12,1,6,3,0,1,0,0,0,2,1,15,0,6,4,5,10,0,2,8,12,13,0,2,5,0,0
Bacteria;Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella;,0,14,0,2,2,1,1,9,4,1,0,2,2,0,2,0,8,0,18,0,6,2,8,1,3,0,1,2,0,0,5,13,0,6,1,0,5,12,0,14,2,0,7,8,15,4,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;NA;,0,2,1,1,2,1,8,14,2,1,1,2,1,0,2,3,6,2,16,6,9,3,4,1,2,4,2,10,0,7,2,12,2,5,4,1,8,3,0,3,15,2,4,2,5,2,0,0
Archaea;Euryarchaeota;Thermoplasmata;NA;;NA;Thermoplasmata archaeon enrichment culture,0,0,19,1,0,8,5,3,0,0,9,0,20,0,6,14,2,0,0,0,22,2,0,12,8,0,2,0,0,0,0,2,7,0,9,6,0,2,0,0,0,14,4,0,2,6,0,0
Bacteria;Actinobacteria;Acidimicrobiia;NA;;NA;,0,11,0,3,5,1,0,2,2,2,3,6,1,1,1,3,3,0,8,0,7,2,2,1,1,6,2,2,0,3,7,1,3,3,2,2,10,7,10,12,7,1,22,14,3,3,0,0
Bacteria;Firmicutes;Clostridia;NA;NA;NA;Clostridia bacterium P221(2),0,0,0,1,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp.,0,0,0,0,10,0,4,0,14,0,0,5,0,0,0,0,1,0,38,0,0,0,0,0,0,2,0,0,0,18,0,0,0,1,0,0,0,3,0,18,0,0,0,70,2,0,0,0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum;Thermobaculum sp. enrichment culture clone VanCtr100,0,1,3,5,6,6,4,1,0,3,8,0,6,0,7,5,6,0,0,4,3,7,7,4,5,0,25,0,0,0,6,7,6,1,9,9,6,3,0,1,4,3,6,0,7,2,0,0
Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;,0,2,0,4,2,3,1,3,7,4,2,14,1,0,2,0,8,2,4,0,2,4,10,1,3,1,2,1,0,24,3,15,2,17,2,1,7,2,6,4,4,0,2,5,8,1,0,0
Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Rhodohalobacter;Rhodohalobacter halophilus,62,109,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0
Eukaryota;Streptophyta;Liliopsida;NA;;NA;,0,3,0,0,0,1,15,18,0,0,0,0,0,0,33,0,0,0,2,0,89,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,13,0,0,0,0,0,2,0,0,0,0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;NA;,0,0,5,6,3,0,52,0,0,0,0,3,0,0,48,0,0,0,0,9,1,1,0,15,2,0,3,0,0,0,0,3,0,0,1,0,19,2,0,2,6,0,5,1,5,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;NA;,0,19,0,6,1,3,0,9,3,0,2,9,2,0,0,0,10,0,11,0,8,1,7,0,3,0,2,0,0,0,4,1,0,0,2,1,12,22,0,22,10,0,11,10,1,0,0,0
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;NA;Caldilineaceae bacterium enrichment culture clone Ac-G2,0,3,0,3,3,1,0,3,24,0,0,25,0,1,0,0,2,1,49,0,2,4,2,0,0,1,2,1,0,0,3,0,0,22,1,1,4,1,2,21,5,0,1,5,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA;Betaproteobacteria bacterium,0,2,3,3,6,2,6,6,3,10,1,4,3,0,5,9,6,2,1,2,6,21,4,5,1,0,5,0,0,0,10,7,2,4,2,8,16,6,0,2,5,2,2,5,3,4,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;NA;,1,16,0,2,2,7,1,2,4,2,13,2,4,2,14,4,7,0,2,1,0,20,3,7,0,1,4,1,0,1,3,0,27,1,1,11,4,0,0,1,6,7,5,4,0,5,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;NA;,0,0,0,1,5,16,0,0,0,1,0,3,0,0,5,1,2,0,0,0,2,4,3,1,15,0,3,0,0,0,6,30,4,1,18,7,0,32,0,0,1,0,9,0,26,2,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp.,1,34,0,4,0,3,0,2,4,0,0,8,1,2,4,1,1,0,60,0,1,2,0,1,0,0,0,0,0,0,1,4,1,0,3,0,25,1,0,4,20,0,2,6,4,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Aquiflexum;Aquiflexum sp.,0,7,0,3,1,0,0,1,16,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,126,0,0,29,1,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;,0,0,4,8,37,1,0,0,2,2,0,79,0,0,0,0,1,1,2,1,1,0,1,0,4,2,1,0,0,0,0,1,0,1,0,0,0,0,11,14,1,0,1,24,1,1,0,0
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca,0,5,0,5,9,2,3,9,10,3,6,17,2,0,3,5,24,3,1,1,1,9,10,8,1,4,3,0,0,1,2,2,6,4,0,4,10,3,0,2,8,3,6,4,2,5,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;,0,1,5,4,6,1,1,1,3,8,2,25,2,0,2,2,5,0,0,12,0,4,16,2,2,0,3,0,0,1,5,6,2,33,32,6,2,2,0,1,0,2,1,2,4,1,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;NA;Cytophagales bacterium,0,2,0,30,5,4,1,8,8,9,0,6,1,0,0,1,3,4,10,0,0,29,2,1,1,0,2,0,0,0,2,0,0,4,0,0,36,1,1,5,0,0,21,10,1,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;Acidibacter;Acidibacter ferrireducens,0,0,0,0,7,0,116,0,0,2,0,0,0,0,0,4,1,0,0,1,0,2,0,0,0,0,49,0,0,0,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,17,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;NA;,37,6,0,0,1,0,0,0,24,0,0,15,0,17,0,0,0,1,14,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,82,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;,0,0,1,3,0,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,34,0,0,0,0,0,0,76,2,0,1,0,0,33,0,0,0,2,22,0,17,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;Rhodopirellula sp.,0,1,0,3,24,0,0,0,28,1,0,25,0,0,0,0,5,1,34,1,0,1,4,0,0,0,1,2,0,0,0,0,0,6,0,0,8,0,0,14,1,0,5,44,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium sp.,0,23,0,2,42,7,0,1,0,0,0,6,0,0,1,0,10,0,14,0,9,1,8,0,1,0,0,0,0,0,0,2,0,1,0,0,5,2,0,17,45,0,2,7,4,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;,0,15,0,1,6,1,0,7,2,0,0,8,0,0,2,0,5,2,2,0,18,3,4,1,10,13,0,20,0,0,2,12,0,1,1,2,9,34,0,1,2,0,5,2,19,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;,0,0,0,1,8,0,2,0,14,18,0,14,1,0,0,1,5,1,4,0,0,2,20,1,1,1,1,0,0,0,36,0,0,46,0,0,1,0,0,0,2,0,1,28,0,1,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator;,0,0,2,0,19,0,2,15,1,11,0,18,0,0,0,5,8,2,1,5,2,1,58,1,9,0,0,0,0,0,9,2,0,21,0,0,0,1,0,14,2,0,0,1,1,0,0,0
Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Pyrinomonadaceae;Brevitalea;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;,0,0,0,0,0,0,0,2,1,0,1,0,5,174,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,2,0,1,0,0,0
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila,0,0,1,1,6,13,0,7,1,2,10,4,4,0,7,2,8,1,2,2,2,3,6,1,4,0,6,0,0,0,2,5,17,0,15,6,1,22,0,27,5,5,8,1,3,3,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;,3,0,9,0,6,1,9,1,13,2,0,5,1,4,0,0,1,2,4,2,3,0,22,18,3,5,3,19,30,5,1,0,1,6,0,0,0,0,12,12,4,0,1,2,2,1,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;,0,1,0,16,0,10,5,2,1,1,3,1,3,0,1,6,0,0,0,1,24,2,0,9,4,0,2,0,0,0,0,4,4,0,4,1,2,1,0,0,6,2,5,0,92,1,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus;,0,0,0,0,43,0,0,1,12,42,0,14,1,1,0,0,2,3,16,0,1,0,0,0,1,15,0,8,0,3,0,0,0,33,0,0,0,2,5,7,2,0,0,3,1,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;Arenibacter algicola,0,0,17,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,135,0,10,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;NA;,0,1,1,3,20,3,2,2,13,10,1,9,1,0,3,1,7,4,2,1,2,1,4,2,20,1,7,0,0,0,6,7,5,10,1,2,3,28,0,5,1,2,14,1,8,3,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Fusibacter;,0,0,0,7,0,0,6,0,4,0,0,1,2,0,39,0,0,1,12,1,0,9,0,6,0,0,1,0,0,0,0,2,0,0,0,0,59,1,0,0,24,0,6,37,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;Planctomycetales bacterium Ellin7244,0,0,12,8,2,6,2,2,0,8,6,0,12,0,6,8,6,3,10,4,5,5,7,16,1,0,18,0,0,0,18,8,8,2,4,5,0,1,0,0,0,16,1,0,1,7,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;,0,18,0,1,5,1,2,20,8,1,0,33,0,0,4,0,22,3,0,0,1,6,16,0,0,0,1,0,0,0,8,6,0,2,1,0,5,6,0,6,8,0,2,15,17,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;NA;,0,19,0,3,21,7,1,1,14,13,3,17,0,2,3,3,17,1,2,2,0,2,16,2,0,2,6,0,0,3,6,0,7,6,1,1,8,5,4,3,1,1,8,4,0,4,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;NA;;Planctomycete enrichment culture,0,23,4,4,0,25,2,1,0,1,2,0,4,0,2,3,3,0,4,0,0,3,1,34,37,0,4,1,0,0,2,0,21,0,6,2,6,1,0,0,11,3,5,1,1,2,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas sp. LZB056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,54,0,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0
